airport_name,link,title,author,author_country,date,content,experience_airport,date_visit,type_traveller,overall_rating,queuing_rating,terminal_cleanliness_rating,terminal_seating_rating,terminal_signs_rating,food_beverages_rating,airport_shopping_rating,wifi_connectivity_rating,airport_staff_rating,recommended
los-angeles-lax-airport,/airport-reviews/los-angeles-lax-airport,Los Angeles Lax Airport customer review,Catharine Williams,United States,2015-07-08,"Horrendous, long lines. Overpriced. Not enough kiosks. Overcrowded. Dirty. Bathrooms dirty. Talk about a struggle bus to the dysfunction junction. Wish I could give it 0/10 and 0 stars.",Departure Only,07-07-2015,FamilyLeisure,1,1,1,1,NA,1,1,1,NA,0
dublin-airport,/airport-reviews/dublin-airport,Dublin Airport customer review,P Carney,United Kingdom,2013-04-14,Flew EI for the first time in years so I used the new Terminal 2. (Normally fly FR) On arrival quite a lengthy walk to Passport Control but it was very swift. Waited no time at all at Passport Control and my luggage was already on the belt! Came out of the channel and the Arrivals Hall was very crowded and small made worse by a convenience store taking up so much space. On my return check-in was very quick and proceeded through the Arrivals Hall up another level to security. Security was very quick too. Terminal 2 has great shopping and refreshment facilities.,NA,NA,NA,9,5,3,NA,NA,NA,4,NA,NA,1
copenhagen-airport,/airport-reviews/copenhagen-airport,Copenhagen Airport customer review,K Taymor,France,2013-12-06,We were stranded here overnight because of the storm and we waited about 4 hours to be rebooked by which time there were no more hotels. We were given blankets pillows and water as well as meal vouchers. The staff were very helpful and friendly despite passengers kicking off. Airport facilities are great even if quite expensive- but that's more to do with Danish prices generally. Floors are not comfy and the seating could do with a revamp. Free unlimited wifi was a godsend.,NA,NA,NA,9,0,3,NA,NA,NA,5,NA,NA,1
madrid-barajas-airport,/airport-reviews/madrid-barajas-airport,Madrid Barajas Airport customer review,Miles Canne,Spain,2010-08-12,Departed from and arrived back into T4 last week. After previous criticisms I've made on this site about long long waits at T4 baggage reclaim I have to say that this time bags were on the belt within a couple of minutes. I hope they can keep it up! Passport control officer even managed a smile too.,NA,NA,NA,4,5,5,NA,NA,NA,3,NA,NA,0
doha-airport,/airport-reviews/doha-airport,Doha Airport customer review,S Wood,NA,2009-03-05,Qatar Airways transit arrangements (MXP-DOH-BKK) were first class very quick (5-10 mins once your bus arrived at the terminal) and hassle free even with kids. Economy terminal is really quite nice perfectly adequate and there is a super play area for kids at gate 16.,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,0
klia-kuala-lumpur-airport,/airport-reviews/klia-kuala-lumpur-airport,KLIA Kuala Lumpur Airport customer review,Ahmed Nash,Jordan,2014-09-14,I first went to this airport in 2010 and I thought it was a superb airport. However my recent visit proved the opposite. The quality and surrounding of the airport is getting worse. There are not as many seats for waiting passengers not to mention their bad condition (broken torn cushion). The desks where airport staff check tickets are also very old with scratches here and there. The information screens are sometimes confusing which codeshare airlines names are put together. A lot of stalls around the terminal are also irritating to the eyes.,NA,NA,NA,4,4,3,NA,NA,NA,2,NA,NA,1
singapore-changi-airport,/airport-reviews/singapore-changi-airport,Singapore Changi Airport customer review,Mike Sommerville,Denmark,2012-02-16,Great airport: clean plenty of room little queuing time - plenty of facilities free internet wifi signage excellent displays for departure everywhere friendly and helpful staff. I have on many occasions used the hotels where I pay per hour staying/sleeping - always clean good bed and super showers and bathroom facilities. Changi is a great experience and always hassle free.,NA,NA,NA,9,5,5,NA,NA,NA,5,NA,NA,1
johannesburg-or-tambo-airport,/airport-reviews/johannesburg-or-tambo-airport,Johannesburg Airport customer review,Darren Tan,Singapore,2011-07-01,The airport was quite spacious. However airport staff need to improve on their attitude and service. There was a long queue for the immigrations counter. When I reached the immigrations counter they demanded to see my boarding pass for my return flight to Singapore which is totally unnecessary at any other airport I've travelled to so far. However the boarding pass for my return flight was with the local tour guide whom had already checked out earlier. A tussle had to go on for about 20 mins before I was allowed to check out of the local immigrations after the return flight boarding pass was shown. There was another staff to guide the queue and the immigrations counter but she seemed rather lost once the queue started to get messy. A rather unpleasant experience. 1 week later I returned to the airport for a flight back to Singapore - this time round I didn't get pass the security screening because of my metal belt. I was given a body check by a local security staff and he was pretty rude. He started touching my entire body very thoroughly (not the usual body check) and was laughing and started talking to his colleague in the local language. He seemed to be making a joke out of the whole process. Yet another unpleasant experience. Waiting time to board the plane was not too bad though people had to board the plane in batches as everyone had to take a bus that brought us to the middle of the runway where we climbed the steps up the plane. No gateway.,NA,NA,NA,2,1,3,NA,NA,NA,3,NA,NA,0
cairo-airport,/airport-reviews/cairo-airport,Cairo Airport customer review,E Davies,Zimbabwe,2013-10-07,Arrived from JNB early morning. Very expensive and poorly laid out. Unsmiling staff and very long queues to transfer. Toilets were filthy with no toilet paper or soap and no attendants around to ask for help.,NA,NA,NA,4,1,1,NA,NA,NA,3,NA,NA,0
kiev-borispol-airport,/airport-reviews/kiev-borispol-airport,Kiev Borispol Airport customer review,Alex Bridges,Ukraine,2012-07-02,Quite far away from Kyiv. Large walking distances. Fair waiting time in lines. Cafe and restaurants prices over the top!,NA,NA,NA,2,3,3,NA,NA,NA,2,NA,NA,1
rodez-airport,/airport-reviews/rodez-airport,Rodez Airport customer review,Matthew Noble,NA,2007-05-16,A small little provincial airport can be a touch uncomfortable in hot weather as the large glass windows absorb the sun as you wait in the departure area. One small cafe serving reasonable food and drink. Check in quick and car hire points convenient to main entrance. Good main road access to the town of Rodez and Tarn and Tarn et Garonne etc.,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,0
paris-cdg-airport,/airport-reviews/paris-cdg-airport,Paris CDG Airport customer review,A Stroh,Germany,2010-06-06,Definitely the worst European airport I have come through. Signposting is fine everything else is terrible. It's incredible that they board a number of intercontinental flights out of 2A-D which is the worst part of terminal two - no A/C not enough seats hundreds of people have to queue where all other pax need to pass to find their gates etc. 2E+F are a little cleaner more modern and slightly more comfortable. 2G is a joke they should call it terminal 4 since it has nothing to do with the terminal 2 building. Security procedures are slow. It's a kind of lottery how much time it will cost and if the airport staff is able to communicate in English. Meanwhile it's guaranteed that nobody will assist you in a friendly manner - except for some airline staff if you're lucky. Shopping and food is very poor in any concourse.,NA,NA,NA,1,3,1,NA,NA,NA,1,NA,NA,0
sydney-airport,/airport-reviews/sydney-airport,Sydney Airport customer review,N Hallani,Australia,2014-01-10,I live in Sydney and am not impressed with the facilities security and staff. It is also in some areas of the airport very dirty and very unclean. Also very dated and needs a renovation to a more modern look. I just hope they build Sydney's 2nd Airport soon and urgently before it's too late!,NA,NA,NA,3,3,2,NA,NA,NA,3,NA,NA,0
belgrade-airport,/airport-reviews/belgrade-airport,Belgrade Airport customer review,M Scott,NA,2009-05-05,The airport looks modern and clean but its facilities are very poor particularly airside. There is nowhere to buy a newspaper or magazine few places to eat and even fewer places to sit. Perhaps it's an attempt to make you spend time in the duty-free shops which are well- stocked but charge rip-off prices for everything (two or three times what a supermarket in the UK would charge). Smoking is permitted in the terminal building and it can be difficult to find a place to sit or eat that is not smoky. Public transport to and from the city is limited to a single bus once an hour (on the hour taking about 40 minutes in each direction). My advice would be to check in online where possible and spend as little time in this aiport as you can.,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0
sharm-el-sheikh-airport,/airport-reviews/sharm-el-sheikh-airport,Sharm El Sheikh Airport customer review,K Wills,NA,2008-11-21,Having just missed a check in with Easyjet one of the airport officials kindly managed to get us on a flight with another passenger carrier one hour later to London. He also helped to carry my bags. He was so courteous and polite and a credit to the organisation.,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,0
vancouver-airport,/airport-reviews/vancouver-airport,Vancouver Airport customer review,W Corriveau,Canada,2015-04-10,Connections between US flights much too inconvenient a lot of walking to screening. Not much time for a quick connection. Not possible under 2 hours. Glad I had lots of time and lots of energy to make this inconvenient connection.,NA,NA,NA,NA,3,3,NA,NA,NA,3,NA,NA,0
london-gatwick-airport,/airport-reviews/london-gatwick-airport,London Gatwick Airport customer review,Simon Smith,United Kingdom,2010-07-18,South terminal to IOM and back. Longish queues at security caused partly by insufficient staff to remove empty containers from the xray belt thus holding everything up. Decent range of retail outlets although generally overpriced. Long queue stretching out of the ladies toilets! Seating at a premium due to lots of people laid out asleep. Straightforward arrival on return as you would expect for domestic arrival. Overall a pretty average experience this really is a bucket and spade type airport and the new owners have a lot of work to do.,NA,NA,NA,3,1,3,NA,NA,NA,3,NA,NA,0
london-heathrow-airport,/airport-reviews/london-heathrow-airport,London Heathrow Airport customer review,J Pickard,Canada,2012-02-27,"Arrived at T5 on a Wednesday morning in Feb and it took over 2 hours to be processed by immigration agents! There were only 3 wickets open we watched 5 underworked agents several of them idle in the EU/UK passport section. None of them we diverted to the ""All Other Passports"" sections and no new agents were put on duty. The many personnel assigned to manage the lines spent their time handing out complaint forms and trying to calm frustrated passengers. It would be better to simply assign more people to processing incoming travellers.",NA,NA,NA,1,1,4,NA,NA,NA,5,NA,NA,0
split-airport,/airport-reviews/split-airport,Split Airport customer review,Alistair McIntosh,United Kingdom,2014-07-20,"I recently flew from Split airport on 5th July to London Gatwick via EasyJet. I am a frequent flyer and regularly travel to airports across the world. I am disappointed to say that the customer service and facilities that I experienced at Split airport were the worst that I had encountered anywhere. I waited in the ""all flights boarding"" line for 30 mins only to be told once I reached the desk that I was ""too early"" to check my baggage for this flight. That is unheard of! There was no signs or members of staff advising people of this information. I then had to re-queue at a separate line for 30 mins to be greeted by a very unfriendly and stressed staff member. She did not give me a good experience and was experiencing severe operational difficulties with her team members. Whilst going through security I was pushed aside by a member of the ""poliza"" security personnel. They did this to several passengers pushing them to one side without asking them to move or even managing to say ""excuse me"". Terrible behaviour. There is clearly not enough space in the departures hall for the number of passengers flying each day. There was overcrowding throughout the lounge large queues at cafes and restaurants where I continued to have a bad experience.",NA,NA,NA,1,1,3,NA,NA,NA,1,NA,NA,0
klia-kuala-lumpur-airport,/airport-reviews/klia-kuala-lumpur-airport,KLIA Kuala Lumpur Airport customer review,Roger Stone,Australia,2010-10-03,KLIA unfortunately did not meet my expectations largely due to poor signage in the terminals and the problem of not being able to find one's way due to the over-concentration of shops completely filling the terminal areas. On the other hand the gate areas in themselves are fine and the inter-terminal trains run well. KLIA could be a good hub if travelling between airline gates and lounges was made more user-friendly.,NA,NA,NA,3,3,5,NA,NA,NA,3,NA,NA,0
jersey-airport,/airport-reviews/jersey-airport,Jersey Airport customer review,D Banbury,United Kingdom,2014-12-31,I have been travelling to and from Jersey for over fifty years and really still cannot believe who was behind the design of the terminal in its present state. No where really to sit unless you sit in the bar or restaurant or a cold miserable area beyond the duty free. Sat in the bar currently and paid for a 150ml coke at £1.70 so that makes a normal size can of coke 330ml £3.75! I paid for items self service in WH Smith and received Jersey change that will not be accepted in England (I know not why). Come on Jersey you can do better than this.,NA,NA,NA,4,5,5,NA,NA,NA,2,NA,NA,0
frankfurt-main-airport,/airport-reviews/frankfurt-main-airport,Frankfurt Main Airport customer review,M Kuipers,Netherlands,2014-07-29,Unfriendly staff sending us in all directions except the good one. That is particularly bad because it lacks a good system of clear signs. How difficult can it be to hang a transit sign pointing in the right direction? Security is a disaster. Time consuming. No way you can get duty free bottles through security if you travel intercontinental. Impossible. I have seen many airports inside and outside of Europe but Frankfurt is definitely the worst. Avoid it if you can. And if you can't avoid it: give up all hope and be prepared to endure the misery.,NA,NA,NA,NA,0,3,NA,NA,NA,2,NA,NA,0
baltimore-washington-airport,/airport-reviews/baltimore-washington-airport,Baltimore Washington Airport customer review,Ian Lancaster,NA,2008-02-12,I flew to BWI from LHR to take the train to Washington DC being fed up with the long immigration lines at Dulles. BWI is a modern airport which benefits from not being a main international point of entry. I was outside waiting for the shuttle to the train station about 35 minutes after getting off the plane - unheard of at IAD. But that's where the good news stops... too long to wait for the shuttle bus and the airport Amtrak station is a mess - confusing not good information and a slow slow elevator to get over to the southbound track. But DC's Union Station is a great place to arrive!,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0
london-stansted-airport,/airport-reviews/london-stansted-airport,London Stansted Airport customer review,M Byers,United Kingdom,2015-05-05,Beware if you are making a connection from a flight outside the UK to another flight. There is no way of doing this without leaving arrivals and going through security again (which could take quite a long time) and walking for miles. This means the time taken could be anything from two and a half hours upwards. Surely there could be a way for connecting without starting again as there is in any other airport I have passed through. People arriving from abroad and not knowing this could easily miss their ongoing flights.,NA,NA,NA,3,1,3,NA,NA,NA,3,NA,NA,0
buffalo-airport,/airport-reviews/buffalo-airport,Buffalo Airport customer review,R Liria,Canada,2014-03-27,I was trying to find a parking spot for more than 70 minutes in the only small enclosed parking and finally I left to park outside. Can't believe an airport with that traffic and weather don't have a covered parking area for people who would like to pay for it. Really bad service.,NA,NA,NA,3,2,4,NA,NA,NA,2,NA,NA,0
phoenix-airport,/airport-reviews/phoenix-airport,Phoenix Airport customer review,Carole Fon,United States,2013-03-21,Terminal 4 has several hallways or spurs serving the gates - when our gate was changed to one in a different spur it was a very long walk but they had moving walkways. An employee pushing two wheelchairs at once had to do the same turn-around and didn't use the walkways. The spur that included our new gate had only three food services (the other one had more) all run by the same company with no cooked food except one was making breakfast egg sandwiches. I asked for one without meat and was told it wasn't possible. They seemed to be making them from scratch! I settled for a very good yoghurt parfait but would have preferred something more substantial. Most staff were incredibly helpful but one needed additional training. None of the food services on our spur had a vegetarian sandwich of any kind. We've had easy food choices at many airports and while traveling throughout Arizona for two weeks so Phoenix's attitude seemed very obtuse. Many people have dietary needs or preferences for a variety of reasons. The airport itself is close to downtown Phoenix easy to reach. The free wifi worked fine. The announcements were clear and the restrooms were clean. Check in and security (at 7.30 a.m.) were friendly and well-organized.,NA,NA,NA,5,5,5,NA,NA,NA,3,NA,NA,0
dortmund-airport,/airport-reviews/dortmund-airport,Dortmund Airport customer review,M Talbot,NA,2007-01-09,Nice small to medium sized airport serving low cost airlines. Travelled through Dortmund airport while on route from England to Poland over Christmas and New Year. Arrived with Easyjet and had to check in for a Wizzair flight. 2 Hours difference between arrivals and departure times. Arrived cleared passport control picked up luggage checked in for next flight cleared security and was at departure gate all inside of 40 minutes! Fantastic. Return through Dortmund was just as pleasant. Facilities are good enough for short stays and there is a nice quiet cafe on the arrivals floor. Not bad at all.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
oslo-airport,/airport-reviews/oslo-airport,Oslo Airport customer review,R Rasmussen,NA,2005-08-31,Oslo airport is a torture for smokers. They have not designated any smoking area inside (there are no law against it) and the passengers have to go outside or use the lavatories. This is one of the reasons why many passengers from other places in Norway prefer CPH as the foreign hub for connections to outside Scandinavia. Especially if you have a long wait for connecting flights.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
mumbai-airport,/airport-reviews/mumbai-airport,Mumbai Airport customer review,A Miller,United Kingdom,2014-01-13,We transferred from an internal flight to international - what a joke. We had 1 hour 15 minutes to boarding and 2 hours to flight departure and only just made the flight. Indeed our flight was delayed due to the need to wait for passengers still in security. The transfer bus drove out of the airport and in to the traffic jam of cars entering the airport (1 hour). Security was ridiculous and could easily have taken the two hours alone. Fortunately a group of us managed to persuade a very unhelpful guard to open a 'quicker queue' barrier (45 minutes) plus time to find boarding gate meaning we arrived at the plane at the departure time. Many of our companion transferees missed their flights. There were no members of staff able or accessible to assist. It would be a really great improvement if the transfer system was carried out within the airport and a rapid security gate kept specifically for those passengers who require a quick transfer.,NA,NA,NA,NA,1,2,NA,NA,NA,1,NA,NA,0
phoenix-airport,/airport-reviews/phoenix-airport,Phoenix Airport customer review,Elmore Corbeau,NA,2009-08-02,"I travel through PHX about 25 times a year and perhaps familiarity breeds contempt but their slogan ""the Friendliest Airport in America"" is completely ridiculous given that I can usually get through the entire travel process there without so much as a kind word or a smile from anybody dealing with the public. It's become a personal challenge to see how friendly and polite I can be and still get a surly response! This last trip I flew on Delta through Terminal Three which is showing its age with filthy worn carpet broken seats at the gates and broken fixtures in the bathrooms. The ticket counter agents were surly the TSA personnel were yelling at passengers the bartender at the Taverna restaurant was carding everybody including a surprised white haired old man in his seventies who proceeded to drop all his stuff on the floor while trying to find his ID and all the time the bartender was loudly slagging her managers. Wendy's had a long line that didn't seem to be moving the Delta/Sky West gate agent was curt to the point of rudeness and the flight was almost an hour late with no announcements. I should mention that in both Terminal 2 and Terminal 3 most of the shops and eateries close very early sometimes as early as 4:30 PM well before the evening flights leave. I can't count the number of times I've been stuck behind security with literally more than a thousand passengers who have no place to eat or drink. Sorry while all of that may be typical of the pathetic state of air travel in the USA these days none of it says ""friendly"" to me. To top it off the drunken-sounding automated announcer mangles names to the point of unintelligibility. On the return it is common to wait forty-five minutes or more for a checked bag. On the good side the free Internet usually works the taxi stands are very convenient to the baggage claim and economy parking is cheap at $8 a day. Sky Harbor tip; park on the roof of the Terminal 2 parking garage. It's as cheap as the outlying economy lots but is directly adjacent to Terminal 2 and is just a short walk or bus ride from Terminal 3.",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0
lahore-airport,/airport-reviews/lahore-airport,Lahore Airport customer review,A Syed,Australia,2013-03-15,Stayed there for only 2 hours as I had to stop at Lahore before going to my hometown of Karachi. Airport is ok nice architecture and a very good airport in general.,NA,NA,NA,8,4,5,NA,NA,NA,4,NA,NA,1
tampa-airport,/airport-reviews/tampa-airport,Tampa Airport customer review,J Sabaduquia,NA,2008-12-13,Tampa Airport was a hidden beauty!! Very big clean and welcoming airport. With friendly staffs and countless amount of stores restaurants and seating. We arrived from JFK and the arrival was smooth. The arrival lobby was huge! When we departed security was fast with friendly smiles. Lots of restaurants in the departure lounges. Can't believe that only 1 european flight operates in Tampa. Tampa Airport is comparable to Singapore Changi and Hong Kong Airport as well as other 5 stars airport however Tampa is not really a big city.,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,0
bangkok-suvarnabhumi-airport,/airport-reviews/bangkok-suvarnabhumi-airport,Bangkok Suvarnabhumi Airport customer review,John Duffus,Thailand,2012-04-11,Arrived last night around 00.20 on a full A380. After all the stinging criticism of the Departures Immigration problems when I departed 2 weeks ago I discovered these have been partly solved with more staff and the introduction of a snake queue system. So having seen that this works why is it that the management of this airport still insist on no snake system at Arrivals? Worst of all last night was the almost complete absence of public taxis at 01.00 am. The queue for these snaked right back into the building. Trying then to get back up to Arrivals level to take one of the notoriously expensive Airport Limousine Taxis I discovered that despite an abundance of escalators and moving walkways you can not get back up! Either they are deliberately switched off or there is a guard on duty who will not permit you to access them! There are also lifts but even these will not permit access to the Arrivals level! What on earth is the purpose of expensive limousine taxis if passengers can not get access to them! I go in and out of this airport a couple of dozen times a year and the continual difficulties passengers are subjected are sadly farcical!,NA,NA,NA,3,2,3,NA,NA,NA,3,NA,NA,0
madrid-barajas-airport,/airport-reviews/madrid-barajas-airport,Madrid Barajas Airport customer review,R Titchener,United Kingdom,2010-09-05,Nightmare - the airport is huge overwhelming and no one seems able to help. Also make sure you leave enough connection time between T4 and T4S - you need at least 30-40 mins and that's without going thru security. My heart was in my mouth because I almost missed my flight not realising how long to get between 4 and 4S this - I ran for my life when the penny dropped- and you run and run and run - you never seem to get to the end of the corridor.,NA,NA,NA,3,3,5,NA,NA,NA,3,NA,NA,0
port-au-prince-airport,/airport-reviews/port-au-prince-airport,Port Au Prince Airport customer review,David Carter,Canada,2014-06-01,This January was my fifth trip to Port-au-Prince and my first since I flew in on a DC3 just after the quake. While the airport is essentially the same the service coming and going is very much improved. Customs and security well organized. Staff courteous. Best of all the road and parking lot outside are way better controlled. I was impressed at how much has been done without new buildings. Cleaner more efficient and quite friendly. Big compliment on the effort and results. I returned to Canada via Fort Lauderdale which was a bad transit experience.,NA,NA,NA,7,4,4,NA,NA,NA,3,NA,NA,1
london-heathrow-airport,/airport-reviews/london-heathrow-airport,London Heathrow Airport customer review,G Cleaver,United Kingdom,2013-05-12,Used Terminal 1 for a return flight to Moscow Domodedovo using Transaero with 3 other family members. Its noticeable how the efforts are trying to be made by Heathrow as a whole to try and improve its status (terminal 5 being a prime example) but there is still room for improvement. Interior looks very dated. Transaero seem to have their check-in zone tucked away from the main area so its a bit of a task trying to locate it. When we arrived there was an ominous-looking queue and we had noticed that the delayed take-off kept on getting extended every 5 minutes! Turned out that our plane was still in Moscow because of the weather so there was a 6-hour delay at most. We were given £25 to spend each in the airport though which explained the queue. Security was surprisingly swift very friendly staff. Giraffe restaurant very good not too expensive. Waiting seats are very hard comparable to park benches. Free Wi-Fi and good range of plug sockets. Something striking is the very long distances to walk to gates. It was a good 10 minute walk even with travelators! On return taxi to gate was very swift and we left the plane quickly. Immigration is in desperate need of a review in terms of services. Very long queues insufficient tables for filling out details (for some reason we weren't given them on the plane). Very grateful to the assistant who led us to the front because of the children (we had already waited 40 minutes). Unfriendly staff at immigration but on the other hand our baggage was all ready for collection and we were able to leave quickly from baggage reclaim.,NA,NA,NA,6,2,3,NA,NA,NA,3,NA,NA,1
london-stansted-airport,/airport-reviews/london-stansted-airport,London Stansted Airport customer review,P Buckman,United Kingdom,2015-04-14,Waited for 1.5 hours in the early hours of this morning kettled in tunnels leading from the plane to border control. When we actually reached the hall we were then told off because we had biometric passports and should have 'read the instructions and got through faster'! As we were physically stopped from moving ahead I would like to know what we could have done! If this is part of Theresa Mays initiative I think someone should tell her there's an election soon and I don't take kindly to being prevented from entering the country I live in! Appalling and unnecessary way to deal with travellers.,NA,NA,NA,NA,1,0,NA,NA,NA,0,NA,NA,0
st-petersburg-airport,/airport-reviews/st-petersburg-airport,St Petersburg Airport customer review,Chris McQuaid,New Zealand,2010-09-22,Flights from and to Moscow using Pulkovo 1 - inbound easy as I only had cabin baggage. Bus to terminal then straight outside. Note that the ordinary bus terminates at Moskovsky Prospekt Metro station - you also have to pay double (38 roubles instead of 19) if you have a suitcase (same on the Metro - 44 roubles instead of 22 and you get a different coloured token to operate the luggage gate). From what I could find out (but I may be wrong) there are no longer any buses from the airport right through to Moskovsky Railway Station. Outbound also easy - quick check-in unless you're using Aeroflot whose queues snake around the building. No-fuss security was quick (English-speaking security officers). Landside flight announcements are all made in English as well as Russian but airside I could only hear Russian. Landside has all the usual shops - news-stand gift shop cafes etc. Food prices are extortionate - 135 roubles for a croissant that costs 20 in any local bakery. Airside only has a bar gift shop (closed - my flight was 7.30 am) and news-stand. WiFi apparently available as plenty of people were using laptops. Be careful if your flight is from Gates 1 to 6 - these are in the satellite terminal in the middle of the tarmac so you have to go downstairs from the departure lounge use a travelator out to the satellite then upstairs into the gate area. There are escalators at each end but these were not working when I was there. From there it is a short walk to the aircraft.,NA,NA,NA,4,5,5,NA,NA,NA,3,NA,NA,0
dublin-airport,/airport-reviews/dublin-airport,Dublin Airport customer review,Gary Farrelly,France,2010-02-18,"Loads of good views of the apron from the airside. Catering and retail options in all areas of the airport are very good. The DAA pay as you go ""Anna Livia"" lounge is well stocked tidy and value for money. Dublin Airport can be heaven or something less than depending on the time of day and the gate you depart/arrive from. Then opening of T2 later this year will improve things massively.",NA,NA,NA,4,3,3,NA,NA,NA,5,NA,NA,0
klia-kuala-lumpur-airport,/airport-reviews/klia-kuala-lumpur-airport,KLIA Kuala Lumpur Airport customer review,Rohit Thukral,United States,2013-10-23,I flew Air Asia recently via KL and was in transit for 5 hours - an experience I will not repeat. To be fair the airline has its own terminal so this review relates to that one. The Air Asia terminal has no transit facilities - so you need to enter Malaysia and then exit via Immigration. So be sure you have a visa if you need one. You can only check in for your continuing flight about 2 hours before departure and there are few facilities available before you get to the departure gates (after immigration). There are very few chairs and the crowds are huge so don't expect to find a place to sit. The air conditioning hardly works and KL is a hot tropical city. Its less comfortable than most Greyhound bus stops in the US in fact its the worst air terminal I have ever had to go through. Availability of food or drink in the check-in area is very limited. Bathrooms are dirty and several facilities are broken. This is an awful terminal in almost every respect - so I won't go on and on. Don't transit through this airport if you can help it and avoid flying Air Asia.,NA,NA,NA,NA,2,1,NA,NA,NA,0,NA,NA,0
bristol-airport,/airport-reviews/bristol-airport,Bristol Airport customer review,Robin Marshall,France,2012-05-09,I wonder if Bristol airport management fully appreciate the contempt that I and many other passengers have felt after using them for the first (and definitely last) time. They charge £2 un-refundable for a trolley. The £2 becomes a tax on being elderly or disabled and that for me encapsulates everything about Bristol airport. I had to pay £1 to get my rental car out of the forecourt and another £1 to get back in. I don't think I am fussy I just don't like being taken for the sort of idiot who will pay for a scam and come again.,NA,NA,NA,2,3,4,NA,NA,NA,1,NA,NA,0
southampton-airport,/airport-reviews/southampton-airport,Southampton Airport customer review,D Newman,United Kingdom,2014-05-26,Flying with Flybe to Jersey. Travelling with wife and 3 year old granddaughter. Check in at 8.15 very easy Flybe staff helpful. Security and customs staff pleasant had bacon roll and tea upstairs not the best but okay. 40 minute delay on departure but waiting area fairly pleasant. Far less stressful than Gatwick.,NA,NA,NA,8,5,4,NA,NA,NA,3,NA,NA,1
cape-town-airport,/airport-reviews/cape-town-airport,Cape Town Airport customer review,S Claassen,South Africa,2010-03-06,Check in quick and easy security scanning quick and efficient and immigration a breeze. Other than that a wonderful revamped airport!,NA,NA,NA,5,5,5,NA,NA,NA,5,NA,NA,0
dubai-airport,/airport-reviews/dubai-airport,Dubai Airport customer review,Peter John,Ireland,2012-02-09,Flight from Dublin to Jakarta stop at Dubai. The plane taxied for ages boarded a bus and took about 10 minutes to arrive at airport. There was long queues for security screening. If you don't allow enough time for your transfer flight you may miss your second flight. 1.5 hours is minimum. The airport is very busy the walk way is narrow and people bumping each other in shopping area. There are no good seating areas until your gate is ready to board.,NA,NA,NA,4,2,3,NA,NA,NA,2,NA,NA,0
berlin-tegel-airport,/airport-reviews/berlin-tegel-airport,Berlin Tegel Airport customer review,T Kolen,Netherlands,2015-05-27,What a shameful Airport! Even Third World countries would-be embarrassed. Old dirty only buses no train or subway hardly any shops not enough aerobridges so we needed to walk to a bus to get in and out of the plane. Is this an airport of one of the world's leading cities?,NA,NA,NA,NA,3,1,NA,NA,NA,1,NA,NA,0
bangkok-suvarnabhumi-airport,/airport-reviews/bangkok-suvarnabhumi-airport,Bangkok Suvarnabhumi Airport customer review,Anthony Sullivan,Australia,2012-09-03,I have been travelling in and out of this airport for many years now. Has greatly improved in regards of seating inside the international terminal. Customs and baggage retrieval very good both arriving and departing. Still somewhat lacking in terms of food inside the international section. Still though very much improved from initial opening. Hope they can keep up the improvements.,NA,NA,NA,7,4,4,NA,NA,NA,3,NA,NA,1
ankara-airport,/airport-reviews/ankara-airport,Ankara Airport customer review,Lawrie Hall,NA,2005-07-24,Domestic departures a bit cramped if there are lots of flights in a short period of time. THY check in very speedy and efficient. The real blight is the prices at the bars and restaurants which are simply scandalous. 15 lire for a grolsch (£6/$10) or 10.50 for the local EFES beer. Food prices similar. I thought all airports had stopped ripping people off at these kind of rates but not here. Is it because they have a high level of European business customers on expenses and locals bring their own refreshments? Anyway highly irritating.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
singapore-changi-airport,/airport-reviews/singapore-changi-airport,Singapore Changi Airport customer review,Farouk Mogheth,Thailand,2014-01-21,What can I say more that everything simply works. Changi takes the edge off the stress of flying. Quiet airport as there is carpeting everywhere. Well maintained airport food and shopping everywhere great connection to the city center. Am a non smoker but even the smoking rooms are spacious and surprisingly smells good even if filled with passengers desperate for one last smoke before flying.,NA,NA,NA,10,5,5,NA,NA,NA,5,NA,NA,1
