airline_name,link,title,author,author_country,date,content,lounge_name,airport,lounge_type,date_visit,type_traveller,overall_rating,comfort_rating,cleanliness_rating,bar_beverages_rating,catering_rating,washrooms_rating,wifi_connectivity_rating,staff_service_rating,recommended
emirates,/lounge-reviews/emirates,Emirates Business Class Lounge - Rome Fiumicino Airport,J Thomas,Australia,2014-10-04,Superb lounge. Friendly attentive and helpful staff spotless amenities great selection of meals snacks and drinks wifi access and computer stations. Couldn't ask for anything better,EMIRATES BUSINESS CLASS LOUNGE REVIEW,Rome Fiumicino Airport,Business Class,NA,NA,5,5,5,5,5,5,5,5,1
cathay-pacific-airways,/lounge-reviews/cathay-pacific-airways,Cathay Pacific Business Class Lounge - Manila Airport,George Forgan-Smith,NA,2008-01-14,Not much has changed since my last visit to this lounge. Seats were old and dirty. Food selection was mediocre at best. The redeeming quality of this lounge is the attentiveness and willingness of the staff to help the guests.,CATHAY PACIFIC BUSINESS CLASS LOUNGE REVIEW,Manila Airport,Business Class,NA,NA,4,4,3,3,3,4,4,5,1
asiana-airlines,/lounge-reviews/asiana-airlines,Asiana Airlines Business Class Lounge - Incheon Airport,W Bleeker,Australia,2013-07-31,Extremely disappointed we were here a month ago and this place has got worse! Now they have plastic cups for wine! I suppose that is an improvement as last time we were here they had no wine! There are four types of lettuce to eat and cups of noodles tea coffee and soft drinks no beer a white wine a red and four types of spirits. I have read the previous reviews and the lounge appears to have got progressively worse. In all fairness to Asiana there is a sign up apologizing for things while they improve the lounge however I would say they have left it far too long before doing anything! As already mentioned the seating is uncomfortable and there are not many power outlets. We have flown business class with a lot of airlines and I can't fault the in air experience with Asiana however their lounge experience leaves much to be desired.,ASIANA AIRLINES BUSINESS CLASS LOUNGE REVIEW,Incheon Airport,Business Class,NA,NA,3,2,4,1,1,4,5,3,0
virgin-atlantic-airways,/lounge-reviews/virgin-atlantic-airways,Virgin Atlantic Business Class Lounge - Miami Airport,Richard Vaux,United Kingdom,2013-10-06,No staff on duty. Only pretzels or Cookies to eat. When you walk in its business ticket passengers to the right and others including priority pass to the left in a separate lounge. Never have I felt so second class having a Priority pass card.,VIRGIN ATLANTIC BUSINESS CLASS LOUNGE REVIEW,Miami Airport,Business Class,NA,NA,2,4,3,3,1,3,1,0,0
klm-royal-dutch-airlines,/lounge-reviews/klm-royal-dutch-airlines,Klm Business Class Lounge - Amsterdam Schiphol Airport,Peter Ladegaard,Kenya,2012-08-05,Best thing to say about KLM lounges in Scriphol is that they are big. Most other services are mediocre. Biggest of all concerns is the attitude with most of the staff servicing customers : they are constantly sipping coffee and tea which they serve themselves from the same place as customers. When it comes to service they are usually short rude and inconsistent (between staff and the two lounges in the airport). I have been coming in the KLM lounges for well over five years and this is a repeated observation.,KLM BUSINESS CLASS LOUNGE REVIEW,Amsterdam Schiphol Airport,Business Class,NA,NA,3,3,3,3,2,3,4,2,0
united-airlines,/lounge-reviews/united-airlines,United Airlines Red Carpet Club Business Class Lounge - Denver Airport,G Chapman,Canada,2011-09-17,There are two huge lounges both divided in two - like sitting in an aircraft hanger. Cluster of seats but no sound barriers - conversations and cell phone conversations can be heard everywhere. Very limited selection of snacks as they sell meals bookable at the service desk. Might as well have stayed in the departure lounge downstairs at the gate!,UNITED AIRLINES RED CARPET CLUB BUSINESS CLASS LOUNGE REVIEW,Denver Airport,Business Class,NA,NA,2,2,3,1,1,2,3,2,0
etihad-airways,/lounge-reviews/etihad-airways,Wingtips Lounge - New York JFK Airport,Jon Smith,United States,2015-07-24,"Lounge is small but a pleasant respite while waiting for ones flight. Food choices good, lounge was quiet and not very crowded. The staff were tremendous in keeping travelers informed of their flights, helpful suggestions about the terminal and went out of their way to accommodate travelers requests.",Wingtips Lounge,New York JFK Airport,Business Class,24-07-2015,Business,9,4,5,4,4,3,4,5,1
thai-airways,/lounge-reviews/thai-airways,Thai Airways First Class Lounge Customer - Bangkok Suvarnabhumi Airport,Manfred Haberkorn,NA,2010-06-30,Great Lounge. I travelled Swiss First Class and thus was invited to use the THAI AIRWAYS Lounge. Unfortunately the usage of the SPA is only permitted for THAI customers not for pax from partner airlines. Welcome at the desk is very friendly professional. Seating is very comfortable THAI also offers separate suites all were reserved though seemingly for THAI pax only. The service is professional friendly and unobtrusive. All kinds of drinks and cocktails are served. At the seat snacks are on offer from a snack menu. In case of major appetite some main courses international and Thai dishes can be ordered and are served in the cozy little restaurant at the end of the lounge. A big selection of national and international newspapers and magazines is spread out. Also a nice touch for me a small smokers lounge separate from the other lounge areas is available and drinks are served there also. Finally a very nice and comfortable lounge quiet and giving privacy.,THAI AIRWAYS FIRST CLASS LOUNGE CUSTOMER REVIEW,Bangkok Suvarnabhumi Airport,First Class,NA,NA,4,5,5,4,4,4,4,5,0
japan-airlines,/lounge-reviews/japan-airlines,Japan Airlines Business Class Sakura Lounge - Tokyo Narita Airport,K Fong,Malaysia,2012-12-25,One of the best lounges I have been in. I managed to get a 1hr nap in a private cubicle with a bed followed by food and drinks in the restaurant area. This was followed by a massage and nice hot shower.,JAPAN AIRLINES BUSINESS CLASS SAKURA LOUNGE REVIEW,Tokyo Narita Airport,Business Class,NA,NA,5,5,5,5,5,5,4,5,1
lufthansa,/lounge-reviews/lufthansa,Lufthansa First Class Lounge - Munich Airport,S Meyer,Switzerland,2012-05-02,They know you and where you travel to when you enter the lounge immigration happens there and personally. The lounge is modern but with a warm atmosphere. You can help yourself at the buffet drinks are served to your seat or you can order a hot meal cooked freshly. The selection of food and drinks is great. Huge showers and you can have a bath if you like. Best of all you'll be taken to the plane by limousine if it's parked on an outside position and not docked to a gate.,LUFTHANSA FIRST CLASS LOUNGE REVIEW,Munich Airport,First Class,NA,NA,5,5,5,5,5,5,5,5,1
british-airways,/lounge-reviews/british-airways,British Airways Terraces Business Class Lounge - Amsterdam Schiphol Airport,B Harrison,United Kingdom,2015-02-04,Dreadful new lounge. There is a 50 minute walk to the gate! Via a temporary roof walkway (till April I was told). By the time you have trekked over the roof of the airport it is not worth it. The lounge is small sparse cramped. Few facilities even the toilets are outside. Only breakfast items were small cartons of corn flakes. No milk provided. Thanks BA. Awful lounge not worth the visit.,BRITISH AIRWAYS TERRACES BUSINESS CLASS LOUNGE REVIEW,Amsterdam Schiphol Airport,Business Class,NA,NA,1,1,2,1,1,1,1,1,0
british-airways,/lounge-reviews/british-airways,British Airways First Class Concorde Room Lounge - London Heathrow Airport,N White,United Kingdom,2013-07-07,Very poor. The quality and choice of the food has gone downhill. They must be on an economy drive or changed supplier as the difference has been very noticeable. BA are falling behind in the premium class. I'm writing this in the lounge on the world's slowest Internet connection too!,BRITISH AIRWAYS FIRST CLASS CONCORDE ROOM LOUNGE REVIEW,London Heathrow Airport,First Class,NA,NA,3,4,4,3,1,3,1,3,0
korean-air,/lounge-reviews/korean-air,Korean Air Business Class Lounge - Tokyo Narita Airport,Stephen Binder,NA,2008-02-20,It's ok but not grand. Food selection limited. Beverages are good. Bathrooms are outside of lounge. Internet has always been very difficult when I come here. This time I was told to use Northwest connection which they said is better (and no password setup). They were right.,KOREAN AIR BUSINESS CLASS LOUNGE REVIEW,Tokyo Narita Airport,Business Class,NA,NA,3,4,4,4,2,1,1,4,0
air-new-zealand,/lounge-reviews/air-new-zealand,Air New Zealand Business Class Lounge - Auckland Airport,Kevin McAfee,New Zealand,2011-01-26,Excellent lounge from comfort to selection of food and beverages complimented by attentive staff. Different relaxation areas for different customers and area where kids are forbidden ensuring every traveller gets that opportunity to relax before the flight! Nice touch! It would be compliment the flight if the same wines in the lounge were served onboard international flights.,AIR NEW ZEALAND BUSINESS CLASS LOUNGE REVIEW,Auckland Airport,Business Class,NA,NA,5,5,5,5,5,5,4,5,0
united-airlines,/lounge-reviews/united-airlines,United Airlines Red Carpet Club Lounge - Paris CDG Airport,Dang Pham,NA,2009-08-12,Very courteous welcome. Breakfast choice is OK but choice of drinks is limited. No Internet only from the Airport Internet provider but the people who had paid an overprice fee said it doesn't work. Access to the Club by 2 very old elevators is very slow so don't wait too close to your departure because there is another long line security check at the gate.,UNITED AIRLINES RED CARPET CLUB LOUNGE REVIEW,Paris CDG Airport,NA,NA,NA,2,2,3,2,1,1,1,2,0
garuda-indonesia,/lounge-reviews/garuda-indonesia,Garuda Indonesia (korean Air) Business Class Lounge - Incheon Airport,Charles Sirapandji,Indonesia,2014-05-28,Lounge is spacious and lots comfortable chairs. Internet speed is good but the choice of foods are limited. Although for some passengers food may not be the things to look for but I like to try local foods and due to time constraints in certain country lounges may be the last place to try and have some local dish.,GARUDA INDONESIA (KOREAN AIR) BUSINESS CLASS LOUNGE REVIEW,Incheon Airport,Business Class,NA,NA,4,4,5,3,3,3,5,5,1
singapore-airlines,/lounge-reviews/singapore-airlines,Singapore Airlines Silver Kris First Class Lounge - Singapore Changi Airport,Grahame Morris,Australia,2011-05-01,I prefer the old brown leather seats in the T2 lounge in Singapore - far more comfortable than the newer seats in the T3 lounge - especially if you have a longish layover. I see they are going to renovate the T2 lounge - I hope that they retain the old leather lounge chairs. I hope if they ever renovate the Sydney lounge that the keep the older brown leather chairs.,SINGAPORE AIRLINES SILVER KRIS FIRST CLASS LOUNGE REVIEW,Singapore Changi Airport,First Class,NA,NA,4,5,5,4,4,4,4,5,0
qantas-airways,/lounge-reviews/qantas-airways,Qantas / Oneworld First & Business Class Lounge - Los Angeles Lax Airport,R Yee,Australia,2014-08-12,Used the (almost) new LAX Oneworld lounge for the first time. Not having experienced the previous one I'm guessing this is a vast improvement on what it replaced judging from the publicity. Decor is pleasant & modern with good bar / food facilities (if very cramped). Biggest problem is the First lounge isn't yet finished. As a result the new lounge is like an overcrowded food court with people using chairs as tables and footrests for sleeping that's if you can find a spare chair. The overall noise level is much like a shopping mall. There are also only 9 showers which seems inadequate for an international gateway port. It seems destined to become undersized only soon after opening. Having flown extensively on CX through HK & EK through DXB this lounge falls far short of those facilities. The biggest issue is zero privacy or quiet space which are what most long-haul business travellers crave and get in those cities. I guess considering the hell American air travellers endure in North America it's probably a welcome haven. But by international standards it's a falls quite a way short of the mark. Here's hoping the new First lounge makes amends when finished.,QANTAS / ONEWORLD FIRST & BUSINESS CLASS LOUNGE REVIEW,Los Angeles Lax Airport,Business Class,NA,NA,3,1,4,4,3,3,4,4,1
qantas-airways,/lounge-reviews/qantas-airways,Qantas Business Class Lounge - Sydney Airport,R Pearce,New Zealand,2012-06-05,Food generally of good quality. Food choices not always great (I might be a bit picky) - usually worse when changing over from breakfast to lunch etc. Drink choice excellent. Even when it's busy there's always somewhere to sit. Good view of planes and the city. Computers are great and wifi readily available. One of the selling points when travelling Qantas.,QANTAS BUSINESS CLASS LOUNGE REVIEW,Sydney Airport,Business Class,NA,NA,5,4,5,4,4,5,5,5,1
philippine-airlines,/lounge-reviews/philippine-airlines,Philippine Airlines Business Class Lounge - Bangkok Suvarnabhumi Airport,M Mejia,Philippines,2015-01-02,PR has no business class lounge in BKK and makes use of Thai's Royal Silk Lounge. The lounge has a tired feel to it with the upholstery of the furnishings worn out cracks in the walls and tiles in the toilets and rather dirty carpets. Food was edible enough with a healthy selection of drinks. In the absence of good places to hang out in BKK while waiting for a flight this lounge would do but am sure they can do better Not the best I've been in but not the worst.,PHILIPPINE AIRLINES BUSINESS CLASS LOUNGE REVIEW,Bangkok Suvarnabhumi Airport,Business Class,NA,NA,3,4,3,4,4,2,3,3,0
turkish-airlines,/lounge-reviews/turkish-airlines,Turkish Airlines Business Class Lounge - Istanbul Ataturk Airport,S Richardson,Australia,2014-05-28,It is amazing. Food centres in different spots cooking areas a great array and choice. Comfortable seating plenty of seating and very clean washroom facilities . It was a pleasure to be waiting in this business lounge definitely.,TURKISH AIRLINES BUSINESS CLASS LOUNGE REVIEW,Istanbul Ataturk Airport,Business Class,NA,NA,5,5,5,5,5,5,5,5,1
etihad-airways,/lounge-reviews/etihad-airways,Etihad Airways Business Class Lounge - Sydney Airport,C Zugaj,United Kingdom,2013-02-25,This is the Air New Zealand lounge shared by Etihad. The staff was vaguely interested the food choice very limited and very very average. There was no shower gel nor shampoo in the showers the shower mixer was broken resulting in nearly boiling water pouring from the shower head. When complained to the head of the staff I heard that how could they no if guests did not report implying there is no cleaning between the guests! All together terrible experience despite very good service on board though. Will not come back again.,ETIHAD AIRWAYS BUSINESS CLASS LOUNGE REVIEW,Sydney Airport,Business Class,NA,NA,2,3,2,3,2,1,4,1,0
gulf-air,/lounge-reviews/gulf-air,Gulf Air First Class Lounge - London Heathrow Airport,G Becque,United Kingdom,2012-01-24,Excellent lounge overlooking the departure gate. Very welcoming with good selection of food and drink and a good variety of seating options. Nice bathrooms. Friendly staff and good service.,GULF AIR FIRST CLASS LOUNGE REVIEW,London Heathrow Airport,First Class,NA,NA,4,4,4,5,5,5,4,4,1
emirates,/lounge-reviews/emirates,Emirates First / Business Class Lounge - Auckland Airport,M Brindle,New Zealand,2012-01-23,Compares more than favourably with the Air New Zealand lounge. Pity there was no info on joining Skywards and the lounge staff gave us incorrect info which resulted in us not being credited with miles for the flight.,EMIRATES FIRST / BUSINESS CLASS LOUNGE REVIEW,Auckland Airport,Business Class,NA,NA,5,5,5,5,5,5,5,4,1
etihad-airways,/lounge-reviews/etihad-airways,Etihad Airways Business Class Lounge - Abu Dhabi Airport,Dave Houlihan,United Arab Emirates,2015-01-02,What a contrast to the terminal 1 lounge last July and the new lounge in Terminal 3 by gate 35. The new lounge is spacious high quality furnishings great bar plentiful supply of food. Only negative is that it appears to be quite focused on Indian hot foods. Staff very attentive didn't use the spa. I guess the previous reviewer is a 1st class customer and would expect a separate lounge other airlines. A huge improvement and is matched to the excellent lounge in Dublin. On Etihad you normally get redemption seats which you never get any more with Emirates.,ETIHAD AIRWAYS BUSINESS CLASS LOUNGE REVIEW,Abu Dhabi Airport,Business Class,NA,NA,5,5,5,5,4,5,5,5,1
srilankan-airlines,/lounge-reviews/srilankan-airlines,Srilankan Airlines Business Class Lounge - Colombo Airport,Chris Parsons,Saudi Arabia,2012-01-24,Comfortable lounge with a good selection of local and western hot and cold food. Good selection of drinks including a cocktail of the month. Lounge and bathrooms clean. 6 quiet rooms in which to relax/sleep and the complimentary 15 minute massage - not to be missed! There is a dining area with a large TV and more relaxing area with coffee tables looking over the apron. There are six computers and also free wifi and the option to sign out an ipad for you stay in the lounge - also an option to use an Xbox in the lounge. I find the staff in this lounge most friendly and helpful of any; they even escort business passengers to their gate. The access seems quite strict and at times it can become crowded. It can be easy to miss; just at the top of the escalator in departures and to your left.,SRILANKAN AIRLINES BUSINESS CLASS LOUNGE REVIEW,Colombo Airport,Business Class,NA,NA,5,5,5,5,4,4,5,5,1
korean-air,/lounge-reviews/korean-air,Business Class - New York JFK Airport,G Enders,United States,2015-07-05,One of the worst lounges I have ever been to. Even the ones at Heathrow that you can pay for which the airlines do not provide are much better than this one.,Business Class,New York JFK Airport,Business Class,03-12-2014,Solo Leisure,2,2,4,2,1,3,NA,1,0
united-airlines,/lounge-reviews/united-airlines,"United Airlines ""united Club"" First Class Lounge - Las Vegas Airport",James Dickson,United Kingdom,2014-11-19,Dreadful poor service overcrowded no food apart from stale bagels. Avoid this airline if you want to travel in comfort.,"UNITED AIRLINES ""UNITED CLUB"" FIRST CLASS LOUNGE REVIEW",Las Vegas Airport,First Class,NA,NA,1,1,2,1,2,1,1,1,0
hawaiian-airlines,/lounge-reviews/hawaiian-airlines,Hawaiian Airlines Business Class Lounge - Honolulu Airport,W Bleeker,Australia,2013-02-14,Truly pathetic no food  no alcohol? Coffee and soft drinks ? Extremely lame by world standards. One would think they would improve their offering considering what their partners like Qantas offer.,HAWAIIAN AIRLINES BUSINESS CLASS LOUNGE REVIEW,Honolulu Airport,Business Class,NA,NA,2,3,4,1,1,1,4,2,0
swiss-international-air-lines,/lounge-reviews/swiss-international-air-lines,Swiss Int'l Air Lines Business Class Lounge - Zurich Airport,R Krusenstjerna,Sweden,2011-11-28,I regularly use this lounge when transferring at Zurich. There is a good choice of seating. There are plenty of newspapers also foreign ones. Although a non-smoker the smokers' bar ie. the upstairs area with the serviced bar is my favourite spot. Best view nice light conditions very friendly bar staff and good choice of drinks. The choice of beverages in the self-service areas is very good. I love the Rivella a Swiss lemonade which is milk-acid based and very rejuvenating. The problems of this lounge are the lack of good food especially hot food items if any at all are very poor standard. Another problem are the loud service staff which sometimes make it hard to relax and refresh in this lounge.,SWISS INT'L AIR LINES BUSINESS CLASS LOUNGE REVIEW,Zurich Airport,Business Class,NA,NA,4,4,5,5,1,4,4,2,1
american-airlines,/lounge-reviews/american-airlines,American Airlines Admirals Club Business Class Lounge,P O'Connor,United Kingdom,2014-03-30,Came in here in transit to Mexico after AA flight from London. Reasonably comfortable place with good views over airport. What seems somewhat mean and petty is that on checking in to the lounge you are given a voucher for just one alcoholic beverage. From a European perspective this is strange - especially since at AA Admirals Lounge in Heathrow there's an open bar. Most customers in this situation in my experience do not come into these lounges to drink the bar dry - but the option of a second drink without paying more would be nice - especially after buying an expensive business class ticket. On my way back to London through DFW used the smaller British Airways lounge and they have no one drink voucher policy. It's a pity AA do this - as their service from LHR to DFW is a great business class product in the air in the new 777 ER - probably best transatlantic.,AMERICAN AIRLINES ADMIRALS CLUB BUSINESS CLASS LOUNGE REVIEW,NA,Business Class,NA,NA,4,5,5,2,2,4,5,4,1
qantas-airways,/lounge-reviews/qantas-airways,Qantas Business Class Qantas Club Lounge Customer,D Weiss,Australia,2011-07-31,Qantas has hired room 5 above gate 21 which is a fairly large area. Lounge had a good feel to it with plenty of food and drinks available. Staff good and children rooms and business computers plentiful. Only gripe would be the lack of toilets. Toilets were huge one toilet rooms and the lounge only had two per gender. Seeing as this route has only been operating the last 2 months this lounge is more than adequate for the one Qantas flight,QANTAS BUSINESS CLASS QANTAS CLUB LOUNGE CUSTOMER REVIEW,NA,Business Class,NA,NA,4,5,5,4,5,3,3,4,0
lufthansa,/lounge-reviews/lufthansa,"Lufthansa Business Class ""millenium"" Lounge Customer - Istanbul Ataturk Airport",William Kelly,Ireland,2011-01-02,Was on route to DUB via MUC had the chance to sample the Lufthansa lounge in IST. The best thing about this place is knowing you will be leaving. Dark and dirty are the two words that best capture the feel of this place. No external windows carpets and soft furnishings were well past their sell by date. The snacks and beverages were very average. Find it hard to think that Lufthansa would be happy to use this lounge going forward. The positive was that there was free Wi Fi.,"LUFTHANSA BUSINESS CLASS ""MILLENIUM"" LOUNGE CUSTOMER REVIEW",Istanbul Ataturk Airport,Business Class,NA,NA,2,2,1,2,2,2,4,3,0
finnair,/lounge-reviews/finnair,Finnair Business Class Lounge - Helsinki Vantaa Airport,Trevor Young,Australia,2014-10-22,Pleasantly surprised by this lounge. Choice of various styles of seating. Plenty of hot food choices which was good as we had a five hour layover. What was exceptional was seeing a chef testing the temperature of the food in trays. I have not seen this before anywhere and many times endured cold offerings even in so called first tier airlines. Most impressed with Finnair for this.,FINNAIR BUSINESS CLASS LOUNGE REVIEW,Helsinki Vantaa Airport,Business Class,NA,NA,5,5,5,5,5,4,5,5,1
qantas-airways,/lounge-reviews/qantas-airways,Qantas Business Class Lounge - Hong Kong Airport,K Neilsen,Australia,2015-03-29,Was a relief to visit this lounge after finding our connecting flight was two hours late. Staff was very good from entry to inside. A modern lounge with plenty of spaces to sit and relax. Also was very surprised to find all the reserve table signs be nice if someone explained who they were for. The food wasn't great plenty of beverages.,QANTAS BUSINESS CLASS LOUNGE REVIEW,Hong Kong Airport,Business Class,NA,NA,4,4,4,4,2,4,4,5,1
air-china,/lounge-reviews/air-china,Air China Business Class Lounge - Shanghai Pudong Airport,STEVE BANINCZKY,NA,2007-01-25,Lounge had comfortable lounge chairs. Food was also adequate with hot and cold dishes. sandwiches and rolls in the fridge along with Beer and soft drink. Spirits also available. Not a large room however a good place to get away from the masses unless you needed a smoke.,AIR CHINA BUSINESS CLASS LOUNGE REVIEW,Shanghai Pudong Airport,Business Class,NA,NA,3,3,4,3,3,3,0,4,0
united-airlines,/lounge-reviews/united-airlines,United Airlines First Class Lounge - San Francisco Airport,John Donnelly,United States,2015-04-02,Bought a first class ticket from SFO to Houston but they deny me access to any lounge as they say its for international passengers only.,UNITED AIRLINES FIRST CLASS LOUNGE REVIEW,San Francisco Airport,First Class,NA,NA,1,1,1,1,1,1,1,1,0
emirates,/lounge-reviews/emirates,Emirates Business Class Lounge - Dubai Airport,C Bunce,South Korea,2014-03-03,This was the lounge in the A380 terminal. The staff were faultless food good. Downside was the shower facilities… - slightly warm water (could not get it hot) and very basic (shower not enclosed little power in shower compared to lounges such as Asiana and other airlines). No massage chairs seemed to be available which is a shame. The staff are let down by the facilities which are simply not up to the standard one expects of a new Emirates lounge.,EMIRATES BUSINESS CLASS LOUNGE REVIEW,Dubai Airport,Business Class,NA,NA,4,2,5,4,4,1,4,5,0
qatar-airways,/lounge-reviews/qatar-airways,"Qatar Airways ""al Mourjan"" Business Class Lounge - Doha Airport",B Stokes,United Kingdom,2015-04-02,Find negative comments about staff strange. We were waited on the whole time we were there. Most of staff were from Nepal and were very friendly. Good selection of food. We take on board about ordering sandwiches. Only real negative comment the lounge was a long way from our gate apparently 1km. No walk ways meant we had to rush to the gate. Perhaps you should consider having a board giving approximate walking times to the various gates.,"QATAR AIRWAYS ""AL MOURJAN"" BUSINESS CLASS LOUNGE REVIEW",Doha Airport,Business Class,NA,NA,5,5,5,5,5,5,5,5,1
south-african-airways,/lounge-reviews/south-african-airways,South African Airways Platinum Domestic Business Class Lounge - Cape Town Airport,Derek Salter,South Africa,2013-07-07,Pleasant welcome. Had the lounge all to myself - early Sunday morning. Good selection of snacks and drinks. Spacious - comfortable and varied seating with views of the airport runway.,SOUTH AFRICAN AIRWAYS PLATINUM DOMESTIC BUSINESS CLASS LOUNGE REVIEW,Cape Town Airport,Business Class,NA,NA,5,5,5,5,5,4,5,5,1
garuda-indonesia,/lounge-reviews/garuda-indonesia,Garuda Indonesia Executive Class Lounge - Denpasar Bali Airport,S Marinus,New Zealand,2014-01-10,Much better than the old lounge in the old airport but very different what they tell you on the web site. Only beer and vodka available. Food extremely limited. No service. No lounge toilets and have to use public toilets outside. Nice comfortable chairs.,GARUDA INDONESIA EXECUTIVE CLASS LOUNGE REVIEW,Denpasar Bali Airport,NA,NA,NA,2,3,3,1,1,1,5,1,0
china-southern-airlines,/lounge-reviews/china-southern-airlines,First & Business Class - Guangzhou Airport,Peter Elliott,New Zealand,2015-06-17,"Our transit stop of 7 hours turned into 9 due to aircraft delays. The lounge is on 2 levels with main eating downstairs and more limited offerings upstairs. The food for evening meal was mainly Asian style but most westerners would find something of their liking. There is not much of a variety of wine and alcohol but plenty of juice, soft drink and tea/coffee. Showers are available but you need to book at lounge reception. The lounge is reasonably comfortable and there is a free massage chair. There was one newspaper printed in English.",First & Business Class,Guangzhou Airport,Business Class,15-06-2015,FamilyLeisure,7,3,4,3,3,3,4,3,1
emirates,/lounge-reviews/emirates,Emirates Business Class Lounge - Dubai Airport,Michael Mainwaring,United Kingdom,2014-08-12,Had a 20 hour stop over in Dubai so plenty of time to sample several lounges. From previous poor experiences of the lounges I checked into the transit hotel- which was excellent. On this occasion the lounges were almost empty - probably due to Ramadan- and the staff outnumbered passengers. It almost made the lounges pleasant- but not quite. The only really good thing about the lounges are the staff in the lounge (and I exclude the reception staff who check you in).,EMIRATES BUSINESS CLASS LOUNGE REVIEW,Dubai Airport,Business Class,NA,NA,3,1,5,2,3,2,3,3,0
aer-lingus,/lounge-reviews/aer-lingus,Aer Lingus Gold Circle Business Class Lounge - London Heathrow Airport,J Russell,NA,2010-05-01,I'm sitting in the lounge a bit incredulous that I paid for access to this. I paid for it because I had a lot of time to kill and it seemed a good way to pass the day. What a gloomy awful lounge. I found this page because I was looking to see if maybe I'd missed something because it seems there is no free WiFi. Completely insane. I thought this was for business travellers? The girl at the desk looked me up and down when I walked in too so apparently despite having a lounge that looks like a 3rd grade classroom without the fun stuff on the walls (or windows) they have a problem with how people dress? I'm neatly attired but I'm flying today so I am absolutely not wearing a suit. Anyway the long and short of it is that the lounge is unfriendly no amenities no toilets no natural light can't really see myself bothering with it again.,AER LINGUS GOLD CIRCLE BUSINESS CLASS LOUNGE REVIEW,London Heathrow Airport,Business Class,NA,NA,1,1,3,2,2,0,0,2,0
bmi-british-midland-international,/lounge-reviews/bmi-british-midland-international,Bmi British Midland Business Class Lounge - Cairo Airport,J Reed,United Kingdom,2011-11-28,Considering this is Business Class it is very basic - TV blaring in the background limited food and refreshments grumpy staff and virtually no English language newspapers and no magazines. Very disappointed.,BMI BRITISH MIDLAND BUSINESS CLASS LOUNGE REVIEW,Cairo Airport,Business Class,NA,NA,2,3,2,2,2,3,2,2,0
klm-royal-dutch-airlines,/lounge-reviews/klm-royal-dutch-airlines,Klm Business Class Lounge - Dammam Port Airport,G Garrison,United States,2013-12-23,If you're flying out of Dammam this is the only lounge in town and it's marginally better than hanging out in the gate area at a coffee shop or the soon to be completed Cinnabon. Service in the lounge is almost non-existent and food selection is hit or miss -- sometimes there was dismal food but no plates to put it on other times there were marginally edible hot dishes (for example: rice a kind of chicken stew some really boring sauteed vegetables). There were not-very-tempting pastries in plastic wrap; maybe they were better than they looked but I didn't give them a try. There's no alcohol because you're in Saudi Arabia; you can get coffee tea soft drinks and faux juice drinks. I couldn't get WiFi and couldn't find anyplace where I could comfortably use a laptop anyway.,KLM BUSINESS CLASS LOUNGE REVIEW,Dammam Port Airport,Business Class,NA,NA,2,2,2,1,2,3,1,1,0
eva-air,/lounge-reviews/eva-air,Eva Air Business Class Lounge - Taipei Airport,S Wardle,Australia,2011-01-07,This lounge is a shocker for their home base Eva Air need to do something to improve the standard. Food and drink was pretty poor I had a 36 hour stopover at this airport so I got to know this lounge all too well - if I never go back that will be fine with me.,EVA AIR BUSINESS CLASS LOUNGE REVIEW,Taipei Airport,Business Class,NA,NA,2,3,3,1,1,2,1,2,0
united-airlines,/lounge-reviews/united-airlines,"United Airlines ""dan Plus"" Business Class Lounge - Tel Aviv Airport",Erez Hartal,United States,2014-10-03,A private lounge located near the synagogue in the routanda. Smaller than the two lounges of Dan in concourses B and C but United Airlines and British Airways are allowed to enter. Supposed to be more exquisite. Lounge not crowded in the evening in busy August. Where Dan Lounge itself seemed to be packed as it is just before 4-5 flights depart to the US. Basic soft drinks juices and wine selection. Almost no refreshments. A disgrace. After visiting IST lounge of Turkish Airlines this pales in comparison.,"UNITED AIRLINES ""DAN PLUS"" BUSINESS CLASS LOUNGE REVIEW",Tel Aviv Airport,Business Class,NA,NA,2,2,4,1,1,1,3,2,0
emirates,/lounge-reviews/emirates,Emirates First Class Lounge - Dubai Airport,Patrick Maartense,Austria,2014-07-19,Great Lounge in new terminal. Seated and services Dining free manicure or massage great showers and RR Drinks selection is out of this world.,EMIRATES FIRST CLASS LOUNGE REVIEW,Dubai Airport,First Class,NA,NA,5,5,5,5,5,5,4,4,1
us-airways,/lounge-reviews/us-airways,Us Airways First Class Lounge - Philadelphia Airport,Bill Atkins,United States,2011-05-03,A rather sad facility. Run down seating staff variably friendly or totally disinterested and more concerned with their personal affairs. Drinks and snacks a minimal offering. Frankly I often just sit in the terminal instead. Wouldn't waste my money for this.,US AIRWAYS FIRST CLASS LOUNGE REVIEW,Philadelphia Airport,First Class,NA,NA,3,2,2,2,2,3,4,3,0
